age,city,is_paris,months_since_inscription,language,dark_mode,font_accessibility,subscription_type,is_renewed,nb_interventions_total,nb_services_domicile,nb_services_medical,nb_services_online,nb_services_sante,nb_services_loisirs,nb_services_tourisme,nb_services_emploi,nb_services_cours,nb_orders_shop,avg_grade_given,total_spent,nb_quotes_requested,nb_quotes_accepted,next_service_type
68,Fontainebleau,0,11,fr,0,1,annual_standard,0,3,0,0,0,0,0,2,0,0,0,4.8,202.86,0,0,Tourisme
69,Bordeaux,0,42,fr,0,0,annual_renewal,1,12,3,2,1,6,1,1,1,1,3,4.0,844.72,3,3,Santé & Bien-être
63,Créteil,1,1,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.4,0.0,0,0,Services à domicile
81,Paris 18e,1,51,fr,0,0,monthly_renewal,1,27,10,8,2,4,1,1,2,1,4,3.7,1310.38,4,0,Shopping
72,Bordeaux,0,40,fr,1,1,annual_standard,0,15,4,3,3,1,10,1,1,1,4,3.3,2459.25,3,0,Loisirs & Sorties
81,Paris 18e,1,28,fr,0,1,annual_renewal,1,11,4,3,1,2,0,0,1,5,1,4.8,1090.23,2,0,Cours & Formation
76,Paris 18e,1,41,en,0,0,monthly_standard,0,18,7,7,1,12,1,1,1,1,3,3.2,1802.65,3,1,Santé & Bien-être
68,Creil,0,19,fr,1,0,monthly_standard,0,5,1,1,0,0,3,0,0,0,3,4.1,947.85,0,0,Loisirs & Sorties
71,Créteil,1,46,fr,0,0,annual_renewal,1,27,7,6,5,2,0,2,2,2,2,4.1,2313.83,5,0,Services à domicile
81,Paris 11e,1,58,fr,0,2,annual_renewal,1,27,12,10,2,4,1,1,2,1,2,3.1,2077.35,5,4,Services à domicile
68,Creil,0,18,en,0,2,annual_standard,0,7,1,1,1,5,0,0,0,0,2,4.9,911.84,1,1,Santé & Bien-être
64,Nice,0,37,fr,0,0,annual_standard,0,11,1,1,3,0,6,1,1,1,2,4.4,1555.91,3,1,Loisirs & Sorties
77,Paris 18e,1,11,fr,0,0,annual_standard,0,5,2,1,0,3,0,2,0,0,0,3.2,216.58,1,1,Santé & Bien-être
65,Lyon,0,31,fr,0,0,monthly_standard,0,13,3,3,2,0,2,1,1,1,1,3.1,1726.81,3,2,Shopping
85,Paris 17e,1,30,fr,0,0,monthly_renewal,1,19,8,6,1,12,1,1,0,1,2,4.8,1276.21,4,0,Santé & Bien-être
77,Paris 17e,1,8,fr,0,0,monthly_standard,0,1,0,0,0,0,0,0,0,1,0,4.9,143.25,0,0,Cours & Formation
63,Créteil,1,34,fr,0,0,annual_renewal,1,4,0,0,1,0,3,0,0,0,1,5.0,431.82,0,0,Loisirs & Sorties
60,Fontainebleau,0,33,en,1,2,monthly_renewal,1,6,0,1,2,0,1,4,1,0,0,4.0,813.2,2,2,Tourisme
76,Nice,0,36,en,1,0,monthly_renewal,1,5,2,1,0,0,0,0,3,2,0,4.7,405.48,1,1,Emploi Seniors
68,Bordeaux,0,51,fr,0,0,annual_standard,0,11,2,2,1,1,7,1,0,1,0,4.0,976.71,1,1,Loisirs & Sorties
70,Marseille,0,2,es,0,0,monthly_standard,0,1,0,0,0,1,0,0,0,0,1,4.7,154.75,1,0,Santé & Bien-être
77,Paris 17e,1,19,en,1,0,monthly_standard,0,9,4,2,0,5,1,1,1,0,1,3.2,600.07,1,1,Santé & Bien-être
69,Paris 13e,1,9,fr,0,0,annual_standard,0,2,0,0,0,0,0,0,0,0,1,4.8,240.08,1,0,Services à domicile
84,Paris 17e,1,9,fr,0,0,annual_renewal,1,6,3,1,0,1,0,0,0,0,3,4.3,858.42,1,0,Services à domicile
62,Marseille,0,41,fr,0,1,monthly_renewal,1,16,2,2,5,1,2,2,1,1,2,3.7,1525.94,5,4,Shopping
78,Créteil,1,15,fr,1,0,monthly_standard,0,4,1,1,0,0,0,0,0,4,1,3.3,336.96,1,0,Cours & Formation
64,Paris 13e,1,58,fr,1,0,monthly_renewal,1,11,1,1,3,1,2,1,1,1,3,4.7,2036.55,3,2,Services à domicile
69,Paris 17e,1,22,fr,0,0,annual_standard,0,4,0,0,0,0,1,0,0,3,1,3.2,295.51,0,0,Cours & Formation
77,Paris 13e,1,1,de,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,0,4.1,0.0,0,0,Santé & Bien-être
61,Marseille,0,34,fr,0,0,annual_standard,0,12,1,1,4,1,2,0,7,1,2,4.6,1090.74,3,3,Emploi Seniors
60,Creil,0,22,fr,0,2,monthly_standard,0,6,0,0,1,3,1,2,0,0,3,3.2,706.37,1,1,Santé & Bien-être
65,Paris 17e,1,34,es,1,2,monthly_standard,0,8,1,1,1,0,7,1,0,0,1,4.5,545.42,1,0,Loisirs & Sorties
81,Paris 13e,1,6,de,0,2,annual_standard,0,0,0,0,0,0,0,0,0,0,2,4.2,187.89,0,0,Santé & Bien-être
67,Nice,0,13,fr,0,0,annual_standard,0,10,2,2,1,1,1,1,1,4,0,4.0,819.58,3,3,Cours & Formation
67,Montreuil,1,38,fr,0,1,annual_standard,0,7,1,1,1,0,5,0,0,0,2,5.0,1106.42,2,1,Loisirs & Sorties
70,Lyon,0,28,fr,0,0,annual_standard,0,20,5,4,3,1,1,1,1,13,4,3.8,2280.43,5,0,Cours & Formation
63,Rouen,0,13,es,0,0,annual_standard,0,2,0,0,0,0,1,0,1,0,1,4.5,492.25,0,0,Emploi Seniors
94,Paris 18e,1,56,fr,0,0,annual_standard,0,32,12,11,2,20,1,2,2,2,5,4.9,1922.38,8,7,Santé & Bien-être
67,Marseille,0,23,fr,0,1,monthly_renewal,1,1,0,0,0,0,0,0,0,0,0,4.0,289.37,1,1,Services à domicile
92,Paris 11e,1,6,it,1,0,monthly_standard,0,3,1,1,0,0,0,0,0,2,0,3.1,210.51,1,0,Cours & Formation
67,Paris 17e,1,33,fr,0,1,monthly_standard,0,25,6,6,5,1,1,1,1,16,2,4.1,2082.67,8,6,Cours & Formation
90,Paris 18e,1,45,fr,0,2,annual_renewal,1,16,6,4,1,10,1,1,1,0,3,4.7,1290.97,5,4,Santé & Bien-être
61,Créteil,1,12,fr,0,0,annual_renewal,1,1,0,0,0,1,0,0,0,0,1,4.4,194.01,0,0,Santé & Bien-être
70,Rouen,0,20,fr,0,0,monthly_standard,0,4,0,0,0,0,0,0,1,3,1,4.1,375.19,0,0,Cours & Formation
68,Lyon,0,34,fr,0,0,monthly_standard,0,8,1,1,1,0,0,0,0,5,2,4.6,1336.99,2,1,Cours & Formation
69,Paris 18e,1,25,fr,1,1,annual_renewal,1,2,0,0,0,0,0,0,1,1,1,4.1,518.67,1,1,Cours & Formation
71,Creil,0,35,fr,0,0,monthly_renewal,1,8,1,2,1,0,5,0,3,0,0,4.5,434.5,1,0,Loisirs & Sorties
81,Créteil,1,10,de,0,1,annual_standard,0,7,3,2,0,4,0,0,0,2,2,4.9,759.94,2,1,Santé & Bien-être
82,Créteil,1,37,en,1,0,monthly_renewal,1,15,7,6,1,9,1,0,1,1,0,4.7,831.84,4,3,Santé & Bien-être
87,Paris 13e,1,46,fr,0,1,annual_standard,0,16,7,5,1,2,1,1,1,8,0,4.3,598.78,3,0,Cours & Formation
70,Fontainebleau,0,26,fr,0,1,annual_renewal,1,7,1,1,1,0,2,5,0,0,1,3.6,579.52,2,1,Tourisme
64,Bordeaux,0,43,en,0,0,annual_renewal,1,9,1,1,3,0,1,1,0,5,0,4.7,1653.65,2,1,Cours & Formation
61,Créteil,1,21,fr,0,0,annual_renewal,1,8,1,1,2,0,5,1,0,2,2,3.3,813.16,2,2,Loisirs & Sorties
65,Créteil,1,26,fr,0,0,monthly_renewal,1,13,3,2,2,7,2,1,1,0,4,4.6,975.82,4,4,Santé & Bien-être
69,Marseille,0,16,fr,1,1,annual_standard,0,6,1,1,1,0,0,0,2,0,2,3.6,997.79,1,0,Services à domicile
82,Paris 18e,1,24,fr,1,2,annual_standard,0,17,8,5,1,2,1,0,1,1,2,4.5,1135.47,5,4,Services à domicile
95,Paris 11e,1,6,fr,0,1,annual_standard,0,1,0,0,0,0,0,0,0,0,0,3.7,114.75,1,0,Services à domicile
64,Créteil,1,12,fr,0,0,annual_renewal,1,4,0,0,1,0,1,1,0,2,1,4.3,317.23,1,0,Cours & Formation
95,Montreuil,1,39,fr,0,0,monthly_renewal,1,19,10,7,2,12,1,0,1,1,0,4.7,1826.05,4,2,Santé & Bien-être
67,Lyon,0,23,fr,0,0,monthly_renewal,1,14,2,3,2,1,9,1,1,0,1,3.8,1658.47,4,0,Loisirs & Sorties
75,Paris 18e,1,17,de,1,0,annual_standard,0,8,3,2,0,0,0,0,0,8,3,3.9,644.36,2,1,Cours & Formation
68,Fontainebleau,0,10,es,0,0,monthly_standard,0,3,0,0,0,0,1,2,0,0,1,3.5,418.18,0,0,Tourisme
63,Montreuil,1,6,en,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,1,3.7,135.64,1,1,Tourisme
77,Paris 13e,1,42,es,1,0,monthly_renewal,1,20,7,6,1,1,1,1,1,1,0,4.2,796.06,5,2,Services à domicile
86,Créteil,1,26,it,0,1,monthly_renewal,1,13,4,4,1,2,0,1,1,1,2,3.6,1168.33,2,2,Services à domicile
83,Paris 18e,1,55,de,1,0,monthly_renewal,1,31,12,10,2,19,4,1,1,1,5,3.2,1825.61,7,4,Santé & Bien-être
75,Creil,0,16,fr,1,0,annual_renewal,1,6,2,2,0,0,4,2,0,0,0,5.0,640.54,2,2,Loisirs & Sorties
62,Paris 17e,1,52,fr,0,1,monthly_renewal,1,11,1,1,4,1,5,1,1,1,2,3.1,1232.72,2,0,Loisirs & Sorties
62,Paris 13e,1,2,fr,0,1,annual_standard,0,1,0,0,0,0,0,0,0,0,0,4.3,99.04,0,0,Services à domicile
67,Nice,0,6,fr,0,0,annual_standard,0,1,0,0,0,0,0,0,0,1,1,3.2,97.41,1,1,Cours & Formation
60,Marseille,0,45,fr,0,2,annual_renewal,1,10,1,1,4,0,2,2,6,0,2,4.3,1546.98,3,0,Emploi Seniors
77,Paris 18e,1,31,es,1,0,annual_renewal,1,10,5,3,1,6,1,0,1,0,3,4.2,637.96,1,0,Santé & Bien-être
63,Bordeaux,0,16,fr,0,2,annual_standard,0,3,0,0,1,0,0,0,0,1,0,4.5,615.76,0,0,Services à domicile
73,Rouen,0,53,fr,0,0,monthly_renewal,1,9,2,1,1,0,5,1,1,1,0,3.7,843.68,2,0,Loisirs & Sorties
75,Lyon,0,52,en,1,0,annual_renewal,1,22,10,6,2,3,1,14,1,1,1,3.2,2571.13,7,6,Tourisme
78,Lyon,0,9,fr,0,0,annual_standard,0,1,0,0,0,0,0,0,0,0,0,4.3,101.3,0,0,Services à domicile
68,Marseille,0,2,fr,0,0,annual_standard,0,3,0,0,0,0,0,0,0,0,0,3.6,276.75,0,0,Services à domicile
83,Paris 13e,1,12,fr,0,2,monthly_standard,0,3,1,1,0,0,3,0,0,0,1,3.0,322.95,0,0,Loisirs & Sorties
77,Bordeaux,0,13,it,0,1,monthly_standard,0,2,0,0,0,0,0,1,0,0,0,3.3,91.45,1,0,Tourisme
68,Paris 17e,1,28,fr,0,1,annual_standard,0,14,3,3,2,1,1,0,1,9,1,3.9,1189.29,2,0,Cours & Formation
76,Rouen,0,20,fr,0,0,annual_renewal,1,7,2,2,0,2,0,0,0,0,3,3.7,546.98,1,1,Services à domicile
80,Lyon,0,25,it,0,0,annual_renewal,1,5,2,1,0,1,0,0,0,3,1,4.8,645.43,0,0,Cours & Formation
85,Paris 17e,1,4,es,0,0,annual_standard,0,1,0,0,0,0,0,0,0,1,0,4.4,53.39,0,0,Cours & Formation
63,Rouen,0,46,de,0,1,monthly_renewal,1,6,1,0,1,0,4,2,0,0,1,3.6,1224.76,2,1,Loisirs & Sorties
73,Bordeaux,0,7,it,0,0,annual_standard,0,1,0,0,0,0,1,0,0,0,2,3.3,320.06,0,0,Loisirs & Sorties
72,Paris 18e,1,5,fr,1,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.4,84.55,0,0,Tourisme
63,Paris 18e,1,57,fr,1,1,monthly_renewal,1,16,2,2,5,1,2,10,1,0,3,4.8,2768.69,4,1,Tourisme
76,Bordeaux,0,6,en,1,1,monthly_standard,0,2,0,0,0,0,0,2,0,0,3,4.1,290.72,0,0,Tourisme
65,Montreuil,1,36,en,1,0,monthly_renewal,1,8,2,1,1,0,5,1,0,0,3,4.6,839.01,1,1,Loisirs & Sorties
67,Creil,0,4,fr,0,1,annual_standard,0,1,0,0,0,0,1,0,0,0,0,4.5,77.67,0,0,Loisirs & Sorties
88,Montreuil,1,31,en,0,0,annual_renewal,1,20,7,5,2,3,1,1,1,1,4,4.9,1388.4,3,0,Services à domicile
87,Créteil,1,7,de,0,0,monthly_standard,0,7,3,2,0,6,0,0,0,0,0,4.8,822.78,2,2,Santé & Bien-être
71,Creil,0,33,de,0,0,monthly_standard,0,5,1,1,1,0,0,3,2,0,4,3.9,986.46,1,1,Tourisme
74,Creil,0,16,fr,0,0,annual_renewal,1,3,0,0,0,0,0,2,0,0,2,4.1,451.7,0,0,Tourisme
67,Bordeaux,0,35,fr,0,1,annual_renewal,1,9,2,2,1,0,1,1,0,1,0,4.5,1114.8,3,3,Services à domicile
70,Fontainebleau,0,51,fr,0,0,annual_standard,0,14,4,3,3,1,9,0,1,1,4,4.1,2395.71,3,3,Loisirs & Sorties
84,Créteil,1,54,fr,0,0,annual_standard,0,34,16,10,3,5,2,0,2,18,3,3.4,3632.21,5,5,Cours & Formation
64,Rouen,0,36,es,0,0,annual_renewal,1,6,0,0,2,0,1,1,0,4,3,4.0,832.65,1,1,Cours & Formation
76,Fontainebleau,0,58,en,0,0,annual_renewal,1,14,6,4,1,0,1,1,1,9,3,4.9,1490.95,2,2,Cours & Formation
80,Paris 17e,1,34,de,0,2,annual_renewal,1,22,8,7,2,3,1,12,1,1,1,4.0,984.01,5,1,Tourisme
79,Montreuil,1,9,fr,1,0,monthly_standard,0,4,1,1,0,3,1,0,0,0,0,3.0,342.52,1,0,Santé & Bien-être
84,Paris 17e,1,19,en,0,1,monthly_standard,0,6,2,2,0,1,3,1,0,0,2,3.9,688.21,2,0,Loisirs & Sorties
69,Nice,0,2,fr,1,0,annual_renewal,1,0,0,0,0,0,0,0,0,0,0,3.8,0.0,0,0,Loisirs & Sorties
84,Paris 11e,1,36,fr,0,2,monthly_standard,0,12,5,4,1,2,1,0,1,1,0,4.0,1230.81,4,4,Services à domicile
67,Montreuil,1,53,en,0,1,annual_standard,0,25,7,6,5,1,16,1,1,1,3,4.2,2262.6,7,5,Loisirs & Sorties
62,Creil,0,33,fr,0,0,monthly_renewal,1,5,0,0,1,0,1,0,0,1,1,3.5,486.0,0,0,Services à domicile
65,Marseille,0,22,fr,0,0,monthly_standard,0,6,1,1,1,0,4,1,0,0,0,4.7,317.73,2,2,Loisirs & Sorties
91,Paris 11e,1,59,fr,0,0,annual_standard,0,19,7,5,2,11,1,1,1,1,0,4.8,762.66,4,1,Santé & Bien-être
68,Paris 17e,1,46,fr,0,0,annual_standard,0,18,4,3,4,1,1,1,1,12,7,3.7,3302.01,3,3,Cours & Formation
73,Paris 11e,1,26,en,1,1,monthly_standard,0,12,3,2,1,1,1,8,0,1,3,4.8,1100.58,4,4,Tourisme
68,Lyon,0,14,fr,0,0,annual_renewal,1,1,0,0,0,0,0,0,0,1,0,4.7,394.97,1,0,Cours & Formation
85,Paris 17e,1,47,fr,1,1,annual_renewal,1,23,9,8,2,4,1,1,1,1,6,3.4,3600.6,7,6,Services à domicile
75,Paris 11e,1,41,de,0,0,monthly_renewal,1,18,9,6,1,12,1,1,1,1,3,4.1,2049.52,5,3,Santé & Bien-être
78,Lyon,0,6,fr,1,0,monthly_renewal,1,1,0,0,0,0,0,0,0,1,1,4.6,186.7,0,0,Cours & Formation
60,Paris 11e,1,9,en,0,1,monthly_standard,0,3,0,0,1,0,0,0,0,3,0,4.6,297.32,0,0,Cours & Formation
67,Marseille,0,53,fr,0,2,monthly_renewal,1,14,3,2,2,1,1,1,1,9,2,4.0,1239.66,4,4,Cours & Formation
62,Paris 17e,1,50,fr,0,0,annual_renewal,1,16,2,2,4,1,2,2,1,1,4,4.4,2718.17,2,0,Services à domicile
76,Rouen,0,59,fr,1,0,monthly_renewal,1,9,4,3,1,1,6,1,0,1,1,3.5,1088.58,2,2,Loisirs & Sorties
68,Nice,0,13,fr,0,0,annual_standard,0,7,1,2,1,0,0,0,2,5,0,5.0,389.73,2,1,Cours & Formation
65,Lyon,0,41,fr,0,0,annual_standard,0,10,2,2,2,0,2,6,2,0,3,4.7,1216.86,1,1,Tourisme
78,Nice,0,57,en,0,1,annual_renewal,1,18,8,6,1,1,12,1,1,1,5,3.1,1402.73,3,0,Loisirs & Sorties
63,Rouen,0,29,fr,0,0,annual_renewal,1,7,0,0,2,1,5,1,0,0,2,4.7,922.18,1,0,Loisirs & Sorties
89,Montreuil,1,32,fr,0,2,annual_standard,0,22,11,7,2,3,1,1,1,1,5,3.4,1074.84,6,0,Services à domicile
67,Montreuil,1,30,fr,0,1,annual_standard,0,12,2,2,1,1,0,8,1,0,2,3.3,1567.03,2,1,Tourisme
68,Paris 17e,1,30,fr,0,0,monthly_renewal,1,10,2,2,2,0,6,1,1,1,4,3.3,1141.17,3,2,Loisirs & Sorties
81,Créteil,1,58,de,1,0,monthly_renewal,1,36,17,13,4,5,2,2,2,1,3,4.2,2853.6,10,3,Services à domicile
80,Paris 11e,1,8,fr,1,1,annual_renewal,1,5,2,1,0,1,0,0,0,1,0,4.0,495.76,0,0,Services à domicile
87,Paris 11e,1,33,fr,0,0,annual_standard,0,24,9,7,2,4,13,1,1,1,0,4.2,2385.31,5,4,Loisirs & Sorties
63,Marseille,0,57,fr,1,0,monthly_renewal,1,14,1,1,4,1,2,1,1,0,6,3.2,2330.77,3,1,Shopping
63,Paris 18e,1,36,fr,0,0,annual_renewal,1,11,1,1,4,1,7,1,0,0,0,3.9,1166.49,2,0,Loisirs & Sorties
68,Marseille,0,31,fr,0,2,annual_standard,0,8,1,1,1,0,0,0,0,3,0,3.4,916.62,2,1,Shopping
83,Montreuil,1,56,it,1,0,monthly_standard,0,34,12,11,3,5,18,2,2,2,3,3.1,3048.15,11,8,Loisirs & Sorties
89,Créteil,1,24,fr,0,1,monthly_renewal,1,11,4,3,1,2,1,1,1,6,0,4.8,931.07,1,0,Cours & Formation
82,Paris 17e,1,44,fr,0,0,monthly_renewal,1,11,5,3,0,2,1,0,0,1,2,4.5,937.21,1,1,Services à domicile
94,Paris 18e,1,27,fr,0,1,annual_renewal,1,8,3,2,0,1,0,0,0,0,2,3.5,814.81,1,0,Services à domicile
69,Nice,0,1,fr,0,0,annual_renewal,1,0,0,0,0,0,0,0,0,0,0,4.3,17.63,1,1,Cours & Formation
68,Paris 11e,1,33,en,0,0,monthly_renewal,1,9,2,2,2,1,5,0,0,1,2,4.5,902.32,3,0,Loisirs & Sorties
68,Marseille,0,54,fr,0,0,annual_renewal,1,23,5,5,5,1,15,1,1,3,7,3.7,1792.45,5,4,Loisirs & Sorties
67,Paris 11e,1,9,fr,0,0,monthly_standard,0,2,0,0,0,0,0,0,1,0,0,4.7,228.23,1,1,Shopping
92,Montreuil,1,14,fr,1,2,annual_renewal,1,9,3,3,0,1,0,0,0,0,0,4.3,827.06,3,2,Services à domicile
66,Nice,0,47,fr,0,0,annual_renewal,1,9,2,2,1,0,0,1,1,6,2,3.2,1027.26,1,0,Cours & Formation
63,Nice,0,47,fr,0,1,monthly_standard,0,10,1,1,3,0,2,1,0,1,2,3.3,1366.04,3,2,Services à domicile
66,Paris 13e,1,33,fr,1,0,annual_standard,0,9,2,2,2,1,1,1,1,4,1,4.3,623.97,3,2,Cours & Formation
89,Paris 11e,1,55,it,0,1,annual_standard,0,28,13,8,2,5,1,1,1,15,4,4.1,2405.6,9,8,Cours & Formation
67,Marseille,0,20,en,0,1,monthly_standard,0,5,1,1,0,0,0,0,0,0,1,4.2,526.27,1,1,Shopping
76,Paris 13e,1,51,fr,0,0,annual_standard,0,20,10,7,2,1,1,1,1,1,3,3.4,1863.27,4,2,Shopping
61,Bordeaux,0,56,fr,0,0,monthly_renewal,1,12,1,1,3,1,6,1,1,1,0,4.4,1750.38,3,3,Loisirs & Sorties
75,Créteil,1,55,de,0,1,annual_standard,0,29,12,8,2,2,0,2,2,2,1,3.5,3569.86,5,5,Services à domicile
60,Paris 17e,1,16,fr,0,0,annual_renewal,1,5,0,0,1,0,1,4,0,0,3,3.3,421.91,0,0,Tourisme
76,Montreuil,1,27,fr,0,2,monthly_standard,0,13,5,4,1,1,1,1,8,0,2,3.0,1697.27,3,0,Emploi Seniors
68,Nice,0,27,fr,0,1,annual_renewal,1,11,2,2,2,1,1,1,1,6,2,3.2,1824.05,1,1,Cours & Formation
78,Paris 17e,1,53,fr,0,0,monthly_renewal,1,18,8,7,1,1,1,1,1,12,3,3.4,1436.16,5,1,Cours & Formation
63,Paris 13e,1,20,fr,0,1,monthly_renewal,1,6,0,1,2,0,1,4,0,1,1,4.5,860.11,1,0,Tourisme
61,Lyon,0,8,fr,0,2,monthly_renewal,1,0,0,0,0,0,0,0,0,0,0,4.4,132.19,0,0,Cours & Formation
69,Fontainebleau,0,2,fr,0,0,annual_standard,0,0,0,0,0,0,0,0,0,0,0,4.1,44.71,0,0,Services à domicile
64,Creil,0,39,fr,0,0,annual_renewal,1,5,0,0,1,0,1,3,0,1,2,5.0,965.71,0,0,Tourisme
76,Paris 18e,1,48,fr,0,0,annual_renewal,1,31,15,10,2,19,2,2,2,2,2,4.1,3710.47,10,3,Santé & Bien-être
87,Paris 13e,1,47,fr,0,2,monthly_renewal,1,17,6,5,1,2,1,1,0,1,1,3.3,974.18,2,2,Services à domicile
61,Fontainebleau,0,10,fr,0,0,monthly_standard,0,4,0,0,1,0,3,0,0,0,2,3.9,633.7,1,1,Loisirs & Sorties
65,Paris 17e,1,15,fr,0,1,annual_standard,0,2,0,0,0,0,0,0,0,1,0,4.0,278.43,1,1,Cours & Formation
79,Paris 13e,1,12,fr,0,0,monthly_renewal,1,2,0,0,0,0,1,0,0,0,1,3.3,237.68,1,0,Services à domicile
76,Fontainebleau,0,2,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.5,0.0,1,0,Tourisme
69,Bordeaux,0,24,fr,0,2,monthly_standard,0,4,1,1,0,4,0,0,0,0,0,4.4,586.94,1,1,Santé & Bien-être
60,Créteil,1,59,fr,0,1,annual_renewal,1,18,2,2,6,1,3,1,1,10,7,4.4,2776.13,6,0,Cours & Formation
61,Nice,0,11,fr,0,2,monthly_standard,0,2,0,0,0,1,1,0,0,0,1,4.7,273.4,0,0,Loisirs & Sorties
74,Marseille,0,49,fr,1,1,monthly_standard,0,7,1,1,1,0,2,5,0,0,0,3.7,899.15,2,0,Tourisme
62,Bordeaux,0,42,fr,0,1,annual_standard,0,8,1,1,2,0,5,1,0,2,5,3.9,798.71,1,0,Loisirs & Sorties
61,Paris 18e,1,60,fr,0,0,annual_renewal,1,15,2,2,6,1,2,9,1,0,0,3.8,1750.93,3,3,Tourisme
61,Montreuil,1,26,fr,0,0,annual_standard,0,6,0,0,1,3,1,1,0,0,0,3.5,878.88,1,1,Santé & Bien-être
68,Nice,0,52,fr,1,1,annual_renewal,1,14,4,3,2,1,9,1,1,0,3,3.9,1838.64,4,1,Loisirs & Sorties
75,Rouen,0,58,fr,0,0,annual_renewal,1,29,10,9,3,2,2,19,2,0,5,4.5,3787.73,9,8,Tourisme
77,Créteil,1,47,fr,0,2,monthly_renewal,1,17,7,6,1,11,1,1,1,1,1,4.3,2213.77,5,1,Santé & Bien-être
76,Fontainebleau,0,40,fr,0,1,monthly_renewal,1,17,8,5,1,1,1,1,1,1,8,4.9,2271.28,4,1,Shopping
71,Marseille,0,17,fr,0,0,monthly_standard,0,0,0,0,0,0,0,0,0,0,0,4.3,110.77,0,0,Cours & Formation
67,Fontainebleau,0,26,fr,0,0,monthly_renewal,1,9,2,2,1,6,1,1,0,0,0,3.9,931.82,3,2,Santé & Bien-être
69,Marseille,0,57,fr,1,0,monthly_renewal,1,18,3,4,3,1,1,12,1,1,3,3.2,2532.86,5,4,Tourisme
87,Créteil,1,23,en,0,1,annual_standard,0,21,9,8,2,3,1,1,1,1,0,3.4,862.16,4,2,Services à domicile
65,Fontainebleau,0,44,es,1,0,annual_renewal,1,9,1,1,1,0,6,3,0,0,1,4.7,1450.13,3,1,Loisirs & Sorties
67,Rouen,0,31,fr,0,0,annual_renewal,1,18,5,4,4,1,1,12,1,1,2,3.6,1233.35,3,1,Tourisme
70,Marseille,0,44,fr,0,0,monthly_renewal,1,16,4,3,3,1,1,1,10,1,4,4.1,1881.12,2,0,Emploi Seniors
65,Marseille,0,54,fr,0,1,annual_renewal,1,19,5,3,4,1,12,2,1,1,1,3.4,2013.71,4,2,Loisirs & Sorties
73,Nice,0,43,fr,1,1,monthly_standard,0,22,5,5,4,1,14,1,1,1,3,4.4,1835.1,7,0,Loisirs & Sorties
69,Paris 11e,1,31,es,0,0,annual_renewal,1,7,1,1,1,0,0,5,2,0,3,3.6,821.64,2,0,Tourisme
93,Paris 13e,1,58,fr,1,1,monthly_standard,0,25,9,7,2,15,1,1,1,2,4,3.9,3341.97,4,2,Santé & Bien-être
79,Paris 18e,1,24,fr,0,0,annual_standard,0,7,2,2,0,0,0,0,0,0,0,4.5,847.73,2,1,Services à domicile
74,Marseille,0,42,fr,0,0,annual_renewal,1,9,1,2,2,1,1,6,1,0,2,3.4,1355.46,3,2,Tourisme
80,Rouen,0,52,it,0,0,monthly_renewal,1,3,1,0,0,0,0,0,1,0,1,4.7,582.14,0,0,Services à domicile
92,Montreuil,1,41,fr,0,0,monthly_renewal,1,17,8,6,1,11,1,0,1,1,1,4.5,2306.4,4,0,Santé & Bien-être
62,Bordeaux,0,16,fr,0,0,annual_renewal,1,1,0,0,0,0,0,0,0,0,1,4.5,111.42,1,1,Services à domicile
75,Paris 11e,1,37,de,0,1,annual_renewal,1,14,6,4,1,1,1,1,0,1,2,4.4,1407.87,3,0,Services à domicile
78,Paris 11e,1,30,fr,0,0,annual_standard,0,20,10,8,2,13,1,2,1,1,2,3.4,1463.26,5,4,Santé & Bien-être
83,Paris 13e,1,12,fr,0,0,annual_standard,0,6,2,2,0,4,0,0,0,0,1,3.1,736.04,2,0,Santé & Bien-être
80,Bordeaux,0,9,fr,0,1,annual_standard,0,2,0,0,0,1,0,1,0,0,1,4.9,214.45,0,0,Tourisme
75,Marseille,0,59,fr,1,1,annual_renewal,1,8,3,3,0,5,0,0,0,0,3,3.2,1470.87,2,0,Santé & Bien-être
64,Bordeaux,0,9,fr,0,1,monthly_standard,0,2,0,0,0,0,1,0,1,0,0,4.8,282.18,0,0,Loisirs & Sorties
70,Creil,0,26,fr,1,0,annual_renewal,1,9,2,2,1,1,1,5,0,1,4,4.4,1287.71,2,1,Tourisme
70,Marseille,0,35,en,0,0,monthly_renewal,1,13,3,3,2,1,8,0,1,1,1,3.9,1390.51,3,1,Loisirs & Sorties
61,Nice,0,59,en,1,1,annual_renewal,1,20,2,2,5,1,13,2,1,1,6,4.2,1918.84,5,3,Loisirs & Sorties
71,Marseille,0,12,fr,0,1,annual_renewal,1,4,1,1,0,3,0,0,1,0,2,3.0,273.62,1,0,Santé & Bien-être
73,Marseille,0,10,fr,1,2,monthly_standard,0,2,0,0,0,1,0,0,0,1,1,3.9,304.03,1,0,Cours & Formation
67,Paris 17e,1,55,fr,1,0,monthly_renewal,1,23,5,5,3,3,1,15,1,1,4,4.8,2064.33,6,3,Tourisme
